product_id,product_name,category,price,review_score,review_count,Sale_January,Sale_Feb,Sale_March,Sale_April,Sale_May,Sale_June,Sale_July,Sale_Aug,Sale_Sept,Sale_Oct,Sale_Nov,Sale_Dec,Revenue_Jan,Revenue_Feb,Revenue_March,Revenue_April,Revenue_may,Revenue_june,Revenue_july,Revenue_Aug,Revenue_Sept,Revenue_Oct,Revenue_Nov,Revenue_Dec,Revenue
776,Product_776,Home & Kitchen,79.21,2.3,419,316,919,790,427,829,954,715,199,781,896,127,25,25030.36,72793.99,62575.9,33822.67,65665.09,75566.34,56635.15,15762.79,61863.01,70972.16,10059.67,1980.25,552727.38
777,Product_777,Toys,118.48,3.8,427,211,113,713,727,128,482,961,239,291,771,502,489,24999.28,13388.24,84476.24,86134.96,15165.44,57107.36,113859.28,28316.72,34477.68,91348.08,59476.96,57936.72,666686.96
778,Product_778,Books,362.52,2.8,479,514,432,82,232,560,258,247,913,721,38,199,7,186335.28,156608.64,29726.64,84104.64,203011.2,93530.16,89542.44,330980.76,261376.92,13775.76,72141.48,2537.64,1523671.56
779,Product_779,Clothing,361.42,2,475,383,991,124,704,536,323,301,691,494,565,961,968,138423.86,358167.22,44816.08,254439.68,193721.12,116738.66,108787.42,249741.22,178541.48,204202.3,347324.62,349854.56,2544758.22
780,Product_780,Toys,322.37,4.4,126,690,355,174,562,265,868,725,943,360,511,901,986,222435.3,114441.35,56092.38,181171.94,85428.05,279817.16,233718.25,303994.91,116053.2,164731.07,290455.37,317856.82,2366195.8
781,Product_781,Sports,348.5,1.2,395,341,927,68,938,117,167,214,682,337,473,542,515,118838.5,323059.5,23698,326893,40774.5,58199.5,74579,237677,117444.5,164840.5,188887,179477.5,1854368.5
782,Product_782,Clothing,273.65,4.6,817,814,694,46,886,463,687,157,294,578,160,501,532,222751.1,189913.1,12587.9,242453.9,126699.95,187997.55,42963.05,80453.1,158169.7,43784,137098.65,145581.8,1590453.8
783,Product_783,Health,129.64,2.8,881,963,206,883,725,143,309,68,511,9,288,649,926,124843.32,26705.84,114472.12,93989,18538.52,40058.76,8815.52,66246.04,1166.76,37336.32,84136.36,120046.64,736355.2
784,Product_784,Toys,176.12,3.5,806,987,767,255,662,441,802,392,688,48,199,491,148,173830.44,135084.04,44910.6,116591.44,77668.92,141248.24,69039.04,121170.56,8453.76,35047.88,86474.92,26065.76,1035585.6
785,Product_785,Electronics,94.89,3.6,576,843,234,726,439,199,478,84,880,486,787,20,487,79992.27,22204.26,68890.14,41656.71,18883.11,45357.42,7970.76,83503.2,46116.54,74678.43,1897.8,46211.43,537362.07
786,Product_786,Books,454.68,4.6,325,37,441,29,501,156,55,266,395,622,527,233,24,16823.16,200513.88,13185.72,227794.68,70930.08,25007.4,120944.88,179598.6,282810.96,239616.36,105940.44,10912.32,1494078.48
787,Product_787,Books,293.78,3.5,392,510,354,280,274,486,619,68,748,320,916,713,998,149827.8,103998.12,82258.4,80495.72,142777.08,181849.82,19977.04,219747.44,94009.6,269102.48,209465.14,293192.44,1846701.08
788,Product_788,Electronics,203.42,3.5,930,419,514,923,849,859,472,610,137,730,684,790,654,85232.98,104557.88,187756.66,172703.58,174737.78,96014.24,124086.2,27868.54,148496.6,139139.28,160701.8,133036.68,1554332.22
789,Product_789,Home & Kitchen,233.69,1.3,688,750,207,993,75,133,295,346,838,568,502,642,756,175267.5,48373.83,232054.17,17526.75,31080.77,68938.55,80856.74,195832.22,132735.92,117312.38,150028.98,176669.64,1426677.45
790,Product_790,Health,473.91,3.1,628,168,708,236,438,911,460,961,877,794,247,415,930,79616.88,335528.28,111842.76,207572.58,431732.01,217998.6,455427.51,415619.07,376284.54,117055.77,196672.65,440736.3,3386086.95
791,Product_791,Sports,80.91,1.6,440,964,852,247,731,147,323,727,822,970,382,147,944,77997.24,68935.32,19984.77,59145.21,11893.77,26133.93,58821.57,66508.02,78482.7,30907.62,11893.77,76379.04,587082.96
792,Product_792,Books,295.18,3.9,204,908,124,367,859,335,813,926,128,624,217,969,554,268023.44,36602.32,108331.06,253559.62,98885.3,239981.34,273336.68,37783.04,184192.32,64054.06,286029.42,163529.72,2014308.32
793,Product_793,Clothing,255.41,3,486,342,137,494,955,70,845,672,48,132,86,28,424,87350.22,34991.17,126172.54,243916.55,17878.7,215821.45,171635.52,12259.68,33714.12,21965.26,7151.48,108293.84,1081150.53
794,Product_794,Sports,307.67,3.7,833,825,338,24,698,232,140,422,675,582,81,360,292,253827.75,103992.46,7384.08,214753.66,71379.44,43073.8,129836.74,207677.25,179063.94,24921.27,110761.2,89839.64,1436511.23
795,Product_795,Books,13.96,1.2,31,305,536,585,288,333,666,605,788,82,61,307,184,4257.8,7482.56,8166.6,4020.48,4648.68,9297.36,8445.8,11000.48,1144.72,851.56,4285.72,2568.64,66170.4
796,Product_796,Health,436.7,1.3,388,541,67,717,914,810,261,173,292,56,798,882,553,236254.7,29258.9,313113.9,399143.8,353727,113978.7,75549.1,127516.4,24455.2,348486.6,385169.4,241495.1,2648148.8
797,Product_797,Home & Kitchen,466.4,3.9,625,701,572,489,539,665,784,676,627,375,499,941,430,326946.4,266780.8,228069.6,251389.6,310156,365657.6,315286.4,292432.8,174900,232733.6,438882.4,200552,3403787.2
798,Product_798,Health,284.74,1.3,877,868,540,493,890,89,419,114,535,348,41,161,603,247154.32,153759.6,140376.82,253418.6,25341.86,119306.06,32460.36,152335.9,99089.52,11674.34,45843.14,171698.22,1452458.74
799,Product_799,Clothing,349.84,1.3,434,536,382,313,691,333,743,219,310,270,11,868,316,187514.24,133638.88,109499.92,241739.44,116496.72,259931.12,76614.96,108450.4,94456.8,3848.24,303661.12,110549.44,1746401.28
800,Product_800,Health,461.64,1,837,111,18,605,252,198,240,955,536,482,832,851,397,51242.04,8309.52,279292.2,116333.28,91404.72,110793.6,440866.2,247439.04,222510.48,384084.48,392855.64,183271.08,2528402.28
801,Product_801,Sports,355.08,4.8,926,410,682,374,125,160,354,30,902,110,745,60,323,145582.8,242164.56,132799.92,44385,56812.8,125698.32,10652.4,320282.16,39058.8,264534.6,21304.8,114690.84,1517967
802,Product_802,Clothing,80.51,4,376,946,449,638,176,537,848,522,638,868,840,124,564,76162.46,36148.99,51365.38,14169.76,43233.87,68272.48,42026.22,51365.38,69882.68,67628.4,9983.24,45407.64,575646.5
803,Product_803,Electronics,290.26,2.4,344,205,73,936,36,120,1000,342,233,886,642,455,595,59503.3,21188.98,271683.36,10449.36,34831.2,290260,99268.92,67630.58,257170.36,186346.92,132068.3,172704.7,1603105.98
804,Product_804,Toys,305.32,2.2,443,184,572,24,409,300,769,376,208,75,114,70,545,56178.88,174643.04,7327.68,124875.88,91596,234791.08,114800.32,63506.56,22899,34806.48,21372.4,166399.4,1113196.72
805,Product_805,Electronics,214.94,2.4,579,381,938,333,610,723,760,129,604,157,217,837,75,81892.14,201613.72,71575.02,131113.4,155401.62,163354.4,27727.26,129823.76,33745.58,46641.98,179904.78,16120.5,1238914.16
806,Product_806,Sports,369.54,4.1,75,495,664,354,609,574,588,999,93,531,648,906,864,182922.3,245374.56,130817.16,225049.86,212115.96,217289.52,369170.46,34367.22,196225.74,239461.92,334803.24,319282.56,2706880.5
807,Product_807,Toys,467.51,3.6,557,378,275,115,126,962,179,616,326,932,105,875,919,176718.78,128565.25,53763.65,58906.26,449744.62,83684.29,287986.16,152408.26,435719.32,49088.55,409071.25,429641.69,2715298.08
808,Product_808,Electronics,463.16,1.7,772,46,47,47,482,435,65,538,224,642,690,465,915,21305.36,21768.52,21768.52,223243.12,201474.6,30105.4,249180.08,103747.84,297348.72,319580.4,215369.4,423791.4,2128683.36
809,Product_809,Toys,228.17,1.7,666,885,210,737,167,67,819,738,966,328,527,242,708,201930.45,47915.7,168161.29,38104.39,15287.39,186871.23,168389.46,220412.22,74839.76,120245.59,55217.14,161544.36,1458918.98
810,Product_810,Books,61.05,1.4,155,739,854,777,591,764,347,1,889,121,471,489,485,45115.95,52136.7,47435.85,36080.55,46642.2,21184.35,61.05,54273.45,7387.05,28754.55,29853.45,29609.25,398534.4
811,Product_811,Health,492.5,3.6,430,550,919,98,293,921,170,870,791,40,753,760,797,270875,452607.5,48265,144302.5,453592.5,83725,428475,389567.5,19700,370852.5,374300,392522.5,3428785
812,Product_812,Clothing,420.25,4.1,363,527,650,458,844,458,473,100,10,166,845,220,87,221471.75,273162.5,192474.5,354691,192474.5,198778.25,42025,4202.5,69761.5,355111.25,92455,36561.75,2033169.5
813,Product_813,Toys,66.71,2.1,448,503,621,522,637,513,533,532,328,921,892,472,746,33555.13,41426.91,34822.62,42494.27,34222.23,35556.43,35489.72,21880.88,61439.91,59505.32,31487.12,49765.66,481646.2
814,Product_814,Books,460.82,1.1,987,21,993,596,342,397,366,57,11,641,386,958,231,9677.22,457594.26,274648.72,157600.44,182945.54,168660.12,26266.74,5069.02,295385.62,177876.52,441465.56,106449.42,2303639.18
815,Product_815,Health,435.6,1.3,234,212,694,404,309,619,106,388,34,22,225,532,6,92347.2,302306.4,175982.4,134600.4,269636.4,46173.6,169012.8,14810.4,9583.2,98010,231739.2,2613.6,1546815.6
816,Product_816,Health,261.82,4.9,563,309,539,213,661,285,438,691,446,278,480,493,803,80902.38,141120.98,55767.66,173063.02,74618.7,114677.16,180917.62,116771.72,72785.96,125673.6,129077.26,210241.46,1475617.52
817,Product_817,Home & Kitchen,297.68,2.2,818,660,708,684,527,560,834,940,451,762,753,898,549,196468.8,210757.44,203613.12,156877.36,166700.8,248265.12,279819.2,134253.68,226832.16,224153.04,267316.64,163426.32,2478483.68
818,Product_818,Electronics,202.51,4.1,262,967,190,902,539,139,226,340,739,468,407,81,975,195827.17,38476.9,182664.02,109152.89,28148.89,45767.26,68853.4,149654.89,94774.68,82421.57,16403.31,197447.25,1209592.23
819,Product_819,Home & Kitchen,32.11,3.5,827,752,314,502,418,729,443,860,219,399,456,855,51,24146.72,10082.54,16119.22,13421.98,23408.19,14224.73,27614.6,7032.09,12811.89,14642.16,27454.05,1637.61,192595.78
820,Product_820,Sports,170.92,2.5,125,271,900,720,443,555,441,19,440,8,652,878,654,46319.32,153828,123062.4,75717.56,94860.6,75375.72,3247.48,75204.8,1367.36,111439.84,150067.76,111781.68,1022272.52
821,Product_821,Books,402.41,1.8,911,570,562,447,684,928,395,254,652,12,897,997,941,229373.7,226154.42,179877.27,275248.44,373436.48,158951.95,102212.14,262371.32,4828.92,360961.77,401202.77,378667.81,2953286.99
822,Product_822,Home & Kitchen,7.29,1.5,245,798,660,893,557,780,727,316,534,923,710,521,918,5817.42,4811.4,6509.97,4060.53,5686.2,5299.83,2303.64,3892.86,6728.67,5175.9,3798.09,6692.22,60776.73
823,Product_823,Home & Kitchen,170.08,3.5,542,937,779,575,839,589,580,37,594,922,623,922,395,159364.96,132492.32,97796,142697.12,100177.12,98646.4,6292.96,101027.52,156813.76,105959.84,156813.76,67181.6,1325263.36
824,Product_824,Health,202.09,4.1,938,201,561,257,235,727,83,659,228,818,638,11,220,40620.09,113372.49,51937.13,47491.15,146919.43,16773.47,133177.31,46076.52,165309.62,128933.42,2222.99,44459.8,937293.42
825,Product_825,Books,271.01,3.6,485,31,899,843,438,893,614,536,934,831,20,262,427,8401.31,243637.99,228461.43,118702.38,242011.93,166400.14,145261.36,253123.34,225209.31,5420.2,71004.62,115721.27,1823355.28
826,Product_826,Health,460.33,3.1,122,442,757,120,213,609,550,385,343,51,658,656,751,203465.86,348469.81,55239.6,98050.29,280340.97,253181.5,177227.05,157893.19,23476.83,302897.14,301976.48,345707.83,2547926.55
827,Product_827,Clothing,176.44,1.2,125,161,112,809,84,747,12,632,79,208,600,448,142,28406.84,19761.28,142739.96,14820.96,131800.68,2117.28,111510.08,13938.76,36699.52,105864,79045.12,25054.48,711758.96
828,Product_828,Toys,176.74,4.9,549,766,169,977,793,281,808,927,352,549,814,191,860,135382.84,29869.06,172674.98,140154.82,49663.94,142805.92,163837.98,62212.48,97030.26,143866.36,33757.34,151996.4,1323252.38
829,Product_829,Sports,370.06,4.2,170,253,467,53,743,660,824,25,395,611,917,761,362,93625.18,172818.02,19613.18,274954.58,244239.6,304929.44,9251.5,146173.7,226106.66,339345.02,281615.66,133961.72,2246634.26
830,Product_830,Sports,228.85,2.2,124,520,677,330,84,923,692,453,289,704,202,113,381,119002,154931.45,75520.5,19223.4,211228.55,158364.2,103669.05,66137.65,161110.4,46227.7,25860.05,87191.85,1228466.8
831,Product_831,Electronics,116.18,4.9,869,976,920,783,920,815,492,680,454,401,416,25,560,113391.68,106885.6,90968.94,106885.6,94686.7,57160.56,79002.4,52745.72,46588.18,48330.88,2904.5,65060.8,864611.56
832,Product_832,Health,228.96,3.4,35,650,13,240,488,995,267,322,842,190,415,782,276,148824,2976.48,54950.4,111732.48,227815.2,61132.32,73725.12,192784.32,43502.4,95018.4,179046.72,63192.96,1254700.8
833,Product_833,Toys,74.72,3.3,87,479,714,754,64,935,524,736,670,50,447,498,270,35790.88,53350.08,56338.88,4782.08,69863.2,39153.28,54993.92,50062.4,3736,33399.84,37210.56,20174.4,458855.52
834,Product_834,Electronics,92.31,4,646,9,287,529,645,577,119,512,988,392,511,507,13,830.79,26492.97,48831.99,59539.95,53262.87,10984.89,47262.72,91202.28,36185.52,47170.41,46801.17,1200.03,469765.59
835,Product_835,Sports,251.69,4.2,708,725,906,482,662,745,969,818,127,652,84,544,297,182475.25,228031.14,121314.58,166618.78,187509.05,243887.61,205882.42,31964.63,164101.88,21141.96,136919.36,74751.93,1764598.59
836,Product_836,Toys,212.37,3.6,786,504,188,186,626,456,352,772,701,679,166,61,463,107034.48,39925.56,39500.82,132943.62,96840.72,74754.24,163949.64,148871.37,144199.23,35253.42,12954.57,98327.31,1094554.98
837,Product_837,Home & Kitchen,457.85,1.5,201,784,913,857,63,86,56,12,908,822,383,228,526,358954.4,418017.05,392377.45,28844.55,39375.1,25639.6,5494.2,415727.8,376352.7,175356.55,104389.8,240829.1,2581358.3
838,Product_838,Clothing,184.38,2.4,369,835,154,655,342,78,39,914,542,620,467,814,233,153957.3,28394.52,120768.9,63057.96,14381.64,7190.82,168523.32,99933.96,114315.6,86105.46,150085.32,42960.54,1049675.34
839,Product_839,Home & Kitchen,292.39,4.7,797,559,566,261,938,204,885,907,897,718,71,606,574,163446.01,165492.74,76313.79,274261.82,59647.56,258765.15,265197.73,262273.83,209936.02,20759.69,177188.34,167831.86,2101114.54
840,Product_840,Clothing,317.97,1.9,77,435,693,952,874,790,335,559,358,938,809,34,707,138316.95,220353.21,302707.44,277905.78,251196.3,106519.95,177745.23,113833.26,298255.86,257237.73,10810.98,224804.79,2379687.48
841,Product_841,Health,11.48,2.5,59,110,721,363,918,336,639,920,526,299,996,704,26,1262.8,8277.08,4167.24,10538.64,3857.28,7335.72,10561.6,6038.48,3432.52,11434.08,8081.92,298.48,75285.84
842,Product_842,Books,333.45,2.7,431,152,887,490,351,253,172,824,312,621,520,455,470,50684.4,295770.15,163390.5,117040.95,84362.85,57353.4,274762.8,104036.4,207072.45,173394,151719.75,156721.5,1836309.15
843,Product_843,Electronics,93.13,2.8,638,634,470,430,157,303,546,370,74,195,792,587,92,59044.42,43771.1,40045.9,14621.41,28218.39,50848.98,34458.1,6891.62,18160.35,73758.96,54667.31,8567.96,433054.5
844,Product_844,Electronics,480.73,3.5,500,916,74,238,588,379,258,290,545,416,472,890,616,440348.68,35574.02,114413.74,282669.24,182196.67,124028.34,139411.7,261997.85,199983.68,226904.56,427849.7,296129.68,2731507.86
845,Product_845,Books,78.59,4.8,913,868,276,303,490,129,887,331,870,663,992,501,308,68216.12,21690.84,23812.77,38509.1,10138.11,69709.33,26013.29,68373.3,52105.17,77961.28,39373.59,24205.72,520108.62
846,Product_846,Toys,210.24,2,109,101,939,297,657,595,516,605,195,419,257,760,51,21234.24,197415.36,62441.28,138127.68,125092.8,108483.84,127195.2,40996.8,88090.56,54031.68,159782.4,10722.24,1133614.08
847,Product_847,Books,47.25,1.5,736,752,644,75,854,275,729,260,842,754,274,594,318,35532,30429,3543.75,40351.5,12993.75,34445.25,12285,39784.5,35626.5,12946.5,28066.5,15025.5,301029.75
848,Product_848,Health,498.45,1.8,278,832,342,699,462,698,522,993,28,639,749,24,968,414710.4,170469.9,348416.55,230283.9,347918.1,260190.9,494960.85,13956.6,318509.55,373339.05,11962.8,482499.6,3467218.2
849,Product_849,Sports,253.59,4.5,68,190,424,332,224,557,893,789,705,616,19,568,180,48182.1,107522.16,84191.88,56804.16,141249.63,226455.87,200082.51,178780.95,156211.44,4818.21,144039.12,45646.2,1393984.23
850,Product_850,Books,299.72,3.6,69,728,570,899,916,898,838,870,15,521,489,31,568,218196.16,170840.4,269448.28,274543.52,269148.56,251165.36,260756.4,4495.8,156154.12,146563.08,9291.32,170240.96,2200843.96
851,Product_851,Clothing,38.2,2.1,165,562,510,998,312,182,116,204,422,355,744,830,119,21468.4,19482,38123.6,11918.4,6952.4,4431.2,7792.8,16120.4,13561,28420.8,31706,4545.8,204522.8
852,Product_852,Sports,376.23,4.3,489,803,856,757,614,267,183,696,588,147,489,11,819,302112.69,322052.88,284806.11,231005.22,100453.41,68850.09,261856.08,221223.24,55305.81,183976.47,4138.53,308132.37,2343912.9
853,Product_853,Books,108.9,4.4,305,80,1000,641,918,807,905,686,804,1000,732,318,874,8712,108900,69804.9,99970.2,87882.3,98554.5,74705.4,87555.6,108900,79714.8,34630.2,95178.6,954508.5
854,Product_854,Electronics,449.54,4.4,909,488,181,473,858,321,873,949,592,364,325,844,42,219375.52,81366.74,212632.42,385705.32,144302.34,392448.42,426613.46,266127.68,163632.56,146100.5,379411.76,18880.68,2836597.4
855,Product_855,Home & Kitchen,106.54,4.7,674,894,457,826,812,511,115,386,404,363,528,603,646,95246.76,48688.78,88002.04,86510.48,54441.94,12252.1,41124.44,43042.16,38674.02,56253.12,64243.62,68824.84,697304.3
856,Product_856,Clothing,99.39,2,365,87,917,922,939,611,161,891,939,970,891,0,884,8646.93,91140.63,91637.58,93327.21,60727.29,16001.79,88556.49,93327.21,96408.3,88556.49,0,87860.76,816190.68
857,Product_857,Health,23.09,4,854,193,850,282,465,77,578,820,635,651,88,434,937,4456.37,19626.5,6511.38,10736.85,1777.93,13346.02,18933.8,14662.15,15031.59,2031.92,10021.06,21635.33,138770.9
858,Product_858,Clothing,238.67,2.8,821,103,832,590,87,783,711,467,530,701,485,837,259,24583.01,198573.44,140815.3,20764.29,186878.61,169694.37,111458.89,126495.1,167307.67,115754.95,199766.79,61815.53,1523907.95
859,Product_859,Toys,284.6,4.4,379,782,63,71,882,338,542,414,966,401,707,135,196,222557.2,17929.8,20206.6,251017.2,96194.8,154253.2,117824.4,274923.6,114124.6,201212.2,38421,55781.6,1564446.2
860,Product_860,Home & Kitchen,37.53,3.9,343,95,838,262,302,673,586,68,613,605,349,195,644,3565.35,31450.14,9832.86,11334.06,25257.69,21992.58,2552.04,23005.89,22705.65,13097.97,7318.35,24169.32,196281.9
861,Product_861,Clothing,388.89,4.1,947,422,259,702,679,555,236,471,903,491,83,132,970,164111.58,100722.51,273000.78,264056.31,215833.95,91778.04,183167.19,351167.67,190944.99,32277.87,51333.48,377223.3,2295617.67
862,Product_862,Books,229.38,3.6,899,890,192,878,434,508,838,103,76,228,386,984,254,204148.2,44040.96,201395.64,99550.92,116525.04,192220.44,23626.14,17432.88,52298.64,88540.68,225709.92,58262.52,1323751.98
863,Product_863,Clothing,264.57,1.7,554,197,654,886,681,237,65,757,228,574,86,85,1000,52120.29,173028.78,234409.02,180172.17,62703.09,17197.05,200279.49,60321.96,151863.18,22753.02,22488.45,264570,1441906.5
864,Product_864,Clothing,223.18,3.2,354,0,615,941,134,133,69,160,961,851,306,475,731,0,137255.7,210012.38,29906.12,29682.94,15399.42,35708.8,214475.98,189926.18,68293.08,106010.5,163144.58,1199815.68
865,Product_865,Clothing,203.38,4.9,416,406,971,574,49,972,808,199,296,536,849,806,335,82572.28,197481.98,116740.12,9965.62,197685.36,164331.04,40472.62,60200.48,109011.68,172669.62,163924.28,68132.3,1383187.38
866,Product_866,Toys,282.02,4.7,109,377,405,999,431,191,446,215,509,267,153,790,552,106321.54,114218.1,281737.98,121550.62,53865.82,125780.92,60634.3,143548.18,75299.34,43149.06,222795.8,155675.04,1504576.7
867,Product_867,Clothing,81.84,1.2,563,166,725,891,339,355,415,945,714,404,439,323,501,13585.44,59334,72919.44,27743.76,29053.2,33963.6,77338.8,58433.76,33063.36,35927.76,26434.32,41001.84,508799.28
868,Product_868,Clothing,95.05,1.7,762,508,753,11,346,277,531,211,983,792,739,179,989,48285.4,71572.65,1045.55,32887.3,26328.85,50471.55,20055.55,93434.15,75279.6,70241.95,17013.95,94004.45,600620.95
869,Product_869,Toys,431.58,1.5,497,637,942,140,645,17,440,507,965,10,959,515,899,274916.46,406548.36,60421.2,278369.1,7336.86,189895.2,218811.06,416474.7,4315.8,413885.22,222263.7,387990.42,2881228.08
870,Product_870,Sports,473.33,3.9,341,312,720,765,346,523,737,15,572,319,263,637,254,147678.96,340797.6,362097.45,163772.18,247551.59,348844.21,7099.95,270744.76,150992.27,124485.79,301511.21,120225.82,2585801.79
871,Product_871,Home & Kitchen,189.79,4.3,942,592,92,554,648,179,945,497,537,712,976,174,513,112355.68,17460.68,105143.66,122983.92,33972.41,179351.55,94325.63,101917.23,135130.48,185235.04,33023.46,97362.27,1218262.01
872,Product_872,Health,139.02,1.9,383,417,429,16,244,122,463,883,582,125,734,762,706,57971.34,59639.58,2224.32,33920.88,16960.44,64366.26,122754.66,80909.64,17377.5,102040.68,105933.24,98148.12,762246.66
873,Product_873,Sports,323.78,3,533,762,653,62,108,245,920,331,614,305,420,20,241,246720.36,211428.34,20074.36,34968.24,79326.1,297877.6,107171.18,198800.92,98752.9,135987.6,6475.6,78030.98,1515614.18
874,Product_874,Electronics,207.32,4.4,300,680,433,252,824,733,395,716,978,701,492,996,148,140977.6,89769.56,52244.64,170831.68,151965.56,81891.4,148441.12,202758.96,145331.32,102001.44,206490.72,30683.36,1523387.36
875,Product_875,Toys,17.57,3.9,139,476,403,464,798,372,710,876,325,510,632,951,709,8363.32,7080.71,8152.48,14020.86,6536.04,12474.7,15391.32,5710.25,8960.7,11104.24,16709.07,12457.13,126960.82
876,Product_876,Toys,82.3,3.2,359,72,433,375,532,50,550,550,362,88,992,104,298,5925.6,35635.9,30862.5,43783.6,4115,45265,45265,29792.6,7242.4,81641.6,8559.2,24525.4,362613.8
877,Product_877,Clothing,359.41,3.4,836,140,111,803,89,999,656,600,668,354,410,577,756,50317.4,39894.51,288606.23,31987.49,359050.59,235772.96,215646,240085.88,127231.14,147358.1,207379.57,271713.96,2215043.83
878,Product_878,Clothing,331.17,3,499,581,928,980,295,70,556,941,874,627,172,442,849,192409.77,307325.76,324546.6,97695.15,23181.9,184130.52,311630.97,289442.58,207643.59,56961.24,146377.14,281163.33,2422508.55
879,Product_879,Health,18.41,2.2,385,261,374,519,111,479,394,255,358,351,3,774,619,4805.01,6885.34,9554.79,2043.51,8818.39,7253.54,4694.55,6590.78,6461.91,55.23,14249.34,11395.79,82808.18
880,Product_880,Electronics,114.88,3.3,604,339,58,836,812,559,325,991,705,688,853,48,452,38944.32,6663.04,96039.68,93282.56,64217.92,37336,113846.08,80990.4,79037.44,97992.64,5514.24,51925.76,765790.08
881,Product_881,Clothing,119.38,3.8,959,307,42,89,588,18,892,765,786,13,639,527,392,36649.66,5013.96,10624.82,70195.44,2148.84,106486.96,91325.7,93832.68,1551.94,76283.82,62913.26,46796.96,603824.04
882,Product_882,Books,337.59,4.5,280,244,206,719,176,773,918,727,323,256,985,144,211,82371.96,69543.54,242727.21,59415.84,260957.07,309907.62,245427.93,109041.57,86423.04,332526.15,48612.96,71231.49,1918186.38
883,Product_883,Clothing,14.76,3.5,637,514,779,803,342,83,90,879,697,208,991,339,667,7586.64,11498.04,11852.28,5047.92,1225.08,1328.4,12974.04,10287.72,3070.08,14627.16,5003.64,9844.92,94345.92
884,Product_884,Clothing,56.53,4,483,336,295,795,659,154,749,814,325,280,471,761,537,18994.08,16676.35,44941.35,37253.27,8705.62,42340.97,46015.42,18372.25,15828.4,26625.63,43019.33,30356.61,349129.28
885,Product_885,Books,400.96,1.6,909,574,117,629,100,564,69,171,624,442,109,854,593,230151.04,46912.32,252203.84,40096,226141.44,27666.24,68564.16,250199.04,177224.32,43704.64,342419.84,237769.28,1943052.16
886,Product_886,Electronics,93.38,2.8,111,560,531,860,757,618,165,648,824,839,866,353,594,52292.8,49584.78,80306.8,70688.66,57708.84,15407.7,60510.24,76945.12,78345.82,80867.08,32963.14,55467.72,711088.7
887,Product_887,Books,328.11,1,866,75,221,174,628,356,641,999,164,836,36,74,130,24608.25,72512.31,57091.14,206053.08,116807.16,210318.51,327781.89,53810.04,274299.96,11811.96,24280.14,42654.3,1422028.74
888,Product_888,Toys,122.9,2,139,879,165,75,603,815,213,497,572,388,991,801,328,108029.1,20278.5,9217.5,74108.7,100163.5,26177.7,61081.3,70298.8,47685.2,121793.9,98442.9,40311.2,777588.3
889,Product_889,Books,54.22,3.9,996,174,642,612,400,646,851,470,603,616,582,928,611,9434.28,34809.24,33182.64,21688,35026.12,46141.22,25483.4,32694.66,33399.52,31556.04,50316.16,33128.42,386859.7
890,Product_890,Home & Kitchen,125.37,5,435,108,155,925,27,442,600,383,797,482,800,793,255,13539.96,19432.35,115967.25,3384.99,55413.54,75222,48016.71,99919.89,60428.34,100296,99418.41,31969.35,723008.79
891,Product_891,Toys,362.52,1.4,509,182,183,662,936,68,334,689,454,146,30,577,478,65978.64,66341.16,239988.24,339318.72,24651.36,121081.68,249776.28,164584.08,52927.92,10875.6,209174.04,173284.56,1717982.28
892,Product_892,Clothing,428.57,2.6,273,191,89,399,961,522,763,588,968,278,950,636,560,81856.87,38142.73,170999.43,411855.77,223713.54,326998.91,251999.16,414855.76,119142.46,407141.5,272570.52,239999.2,2959275.85
893,Product_893,Health,415.96,4.2,99,64,93,781,536,142,368,699,152,520,380,318,912,26621.44,38684.28,324864.76,222954.56,59066.32,153073.28,290756.04,63225.92,216299.2,158064.8,132275.28,379355.52,2065241.4
894,Product_894,Toys,201.61,1.8,764,848,12,969,57,191,860,506,736,629,267,86,62,170965.28,2419.32,195360.09,11491.77,38507.51,173384.6,102014.66,148384.96,126812.69,53829.87,17338.46,12499.82,1053009.03
895,Product_895,Electronics,335.7,3.2,850,962,972,70,497,386,583,991,126,605,10,552,310,322943.4,326300.4,23499,166842.9,129580.2,195713.1,332678.7,42298.2,203098.5,3357,185306.4,104067,2035684.8
896,Product_896,Electronics,106.47,3.9,104,473,833,179,296,377,676,526,192,433,343,981,406,50360.31,88689.51,19058.13,31515.12,40139.19,71973.72,56003.22,20442.24,46101.51,36519.21,104447.07,43226.82,608476.05
897,Product_897,Books,150.11,3.5,214,782,804,123,133,580,48,803,626,143,839,697,801,117386.02,120688.44,18463.53,19964.63,87063.8,7205.28,120538.33,93968.86,21465.73,125942.29,104626.67,120238.11,957551.69
898,Product_898,Toys,448.69,1.8,761,99,944,380,330,534,51,830,773,288,543,865,104,44420.31,423563.36,170502.2,148067.7,239600.46,22883.19,372412.7,346837.37,129222.72,243638.67,388116.85,46663.76,2575929.29
899,Product_899,Clothing,11.44,2.4,664,543,741,292,248,692,288,324,529,385,568,891,616,6211.92,8477.04,3340.48,2837.12,7916.48,3294.72,3706.56,6051.76,4404.4,6497.92,10193.04,7047.04,69978.48
900,Product_900,Electronics,47.33,4.1,762,863,833,796,549,292,789,213,9,13,165,846,836,40845.79,39425.89,37674.68,25984.17,13820.36,37343.37,10081.29,425.97,615.29,7809.45,40041.18,39567.88,293635.32
